Book	Smell_Word	Smell_Source	Quality	Sentence
gallica22	Odeur	goudron|résidus		— Ajouté , Décret 15 mars 1890 : Engrais et insecticides à base de goudron ou de résidus d ' épuration de gaz ( Fabrication d ' ) : A l ' air libre : Odeur et danger d ' incendie ( ire cl .
gallica22	Odeur|émanations		nuisibles	) — Equarrissage des animaux ( Ateliers d ' ) : Odeur , émanations nuisibles ( ire cl .
gallica22	émanations	minerais sulfureux|Fumée	nuisibles	— Grillage des minerais sulfureux : Fumée , émanations nuisibles ( iro cl .
gallica22	émanations	minerais sulfureux|Fumée	nuisibles	— Grillage des minerais sulfureux : Fumée , émanations nuisibles ( iro cl .
gallica22	Odeur	Lard		— Lard ( Ateliers à enfumer le ) : Odeur et fumée ( 30 cl .
gallica22	odeur|émanations	Lessives alcalines|Fumée	nuisibles	— Lessives alcalines des papeteries ( Incinération des ) : Fumée , odeur et émanations nuisibles ( 20 cl .
gallica22	odeur|émanations	Lessives alcalines|Fumée	nuisibles	— Lessives alcalines des papeteries ( Incinération des ) : Fumée , odeur et émanations nuisibles ( 20 cl .
gallica22	émanations	Fumée	nuisibles	— Lignites ( Incinération des ) : Fumée , émanations nuisibles ( iro cl .
gallica22	émanations	Fumée	nuisibles	— Lignites ( Incinération des ) : Fumée , émanations nuisibles ( iro cl .
gallica22	Odeur|émanations	soude|soufre	nuisibles	soude ( Exploitation des ) , en vue d ' en extraire le soufre , soit libre , soit combiné : Odeur , émanations nuisibles ( ire cl .
gallica22	Odeur|émanations	soude|soufre	nuisibles	soude ( Exploitation des ) , en vue d ' en extraire le soufre , soit libre , soit combiné : Odeur , émanations nuisibles ( ire cl .
gallica22	Odeur|émanations	nitrobenzine	nuisibles	— Matières colorantes ( Fabrication des ) au moyen de l ' aniline et de la nitrobenzine : Odeur , émanations nuisibles ( 3e cl .
gallica22	Odeur|émanations	nitrobenzine	nuisibles	— Matières colorantes ( Fabrication des ) au moyen de l ' aniline et de la nitrobenzine : Odeur , émanations nuisibles ( 3e cl .
gallica22	Odeur|émanations	benzine	nuisibles	dérivant de la benzine ( Fabrication de ) : Odeur , émanations nuisibles et danger d ' incendie ( = e cl .
gallica22	Odeur|émanations	benzine	nuisibles	dérivant de la benzine ( Fabrication de ) : Odeur , émanations nuisibles et danger d ' incendie ( = e cl .
gallica22	odeur	Fumée		: Fumée , odeur ( 2e cl .
gallica22	odeur	Emanations nuisibles		— Noir des raffineries et des sucreries ( Re - RÉGLEMENTATION DU TRAVAIL 79 vivification du ) : Emanations nuisibles , odeur ( 20 cl .
gallica22	odeurs	Poussières|fumées		1901 : Ordures ménagères ( Incinération des ) : 1 ° Quel que soit l ' état et la quantité traitée journellement : Poussières , fumées , odeurs ( iro cl .
gallica22	odeurs	fumées		) ; 2 ° A l ' état vert s ' il en est traité au plus 150 tonnes par jour et si leur traitement est opéré sans triage et dans les vingtquatre heures de leur apport : Poussières , fumées , odeurs ( 20 cl .
gallica22	Odeur|émanations		nuisibles	) — Os frais ( Dépôts d ) en grand : Odeur , émanations nuisibles ( iro cl .
gallica22	odorants	produits		— Peaux sèches ( Dépôts de ) conservées à l ' aide de produits odorants : Idem ( 30 cl .
gallica22	odeur	mélasse|Fumée		— Potasse ( Fabrication de la ) par calcination des résidus de mélasse : Fumée et odeur ( 20 cl ) .
gallica22	odeur	Fumée		) Raffineries et fabriques de sucre : Fumée , odeur ( 2e cl .
gallica22	Odeur|émanations	Sel ammoniac|sulfate d|ammoniaque	nuisibles	— Sel ammoniac et sulfate d ' ammoniaque ( Fabrication desj par l ' emploi des matières animales : 1 ° Comme établissement principal : Odeur , émanations nuisibles ( ire cl .
gallica22	Odeur|émanations	Sel ammoniac|sulfate d|ammoniaque	nuisibles	— Sel ammoniac et sulfate d ' ammoniaque ( Fabrication desj par l ' emploi des matières animales : 1 ° Comme établissement principal : Odeur , émanations nuisibles ( ire cl .
gallica22	Odeur	Sel ammoniac|sulfate|ammoniaque		— Sel ammoniac et sulfate d ' ammoniaque extraits des eaux d ' épuration du gaz ( Fabrique spéciale de ) : Odeur ( 20 cl .
gallica22	émanations	Sel de soude|Fumée	nuisibles	• — Sel de soude ( Fabrication du ) avec le sulfate de soude : Fumée , émanations nuisibles ( 30 cl .
gallica22	émanations	Sel de soude|Fumée	nuisibles	• — Sel de soude ( Fabrication du ) avec le sulfate de soude : Fumée , émanations nuisibles ( 30 cl .
gallica22	Odeur|émanations	Soudes brutes	nuisibles	) — Soudes brutes ( Dépôts de résidus provenant du lessivage des ) : Odeur , émanations nuisibles ( iro cl .
gallica22	Odeur|émanations	Soudes brutes	nuisibles	) — Soudes brutes ( Dépôts de résidus provenant du lessivage des ) : Odeur , émanations nuisibles ( iro cl .
gallica22	émanations	Sulfate de protoxyde de fer	nuisibles	— Sulfate de protoxyde de fer ou couperose verte par l ' action de l ' acide sulfurique sur la ferraille ( Fabrication en grand du ) : Fumée , émanations nuisibles ( 3e cl .
gallica22	émanations	Sulfate de protoxyde de fer	nuisibles	— Sulfate de protoxyde de fer ou couperose verte par l ' action de l ' acide sulfurique sur la ferraille ( Fabrication en grand du ) : Fumée , émanations nuisibles ( 3e cl .
gallica22	Odeur|émanations	Sulfure|arsenic	nuisibles	— Sulfure d ' arsenic ( Fabrication du ) , à la condition que les vapeurs seront condensées : Odeur , émanations nuisibles ( 2e cl .
gallica22	Odeur|émanations	Sulfure|arsenic	nuisibles	— Sulfure d ' arsenic ( Fabrication du ) , à la condition que les vapeurs seront condensées : Odeur , émanations nuisibles ( 2e cl .
gallica22	Odeur	Sulfure|carbone		) — Sulfure de carbone ( Fabrication du ) : Odeur , danger d ' incendie ( iro cl .
gallica22	Odeur	Sulfure		■ — Sulfure de sodium ( Fabrication du ) : Odeur ( 2e cl .
gallica22	odeur	Fumée		Tannée humide ( Incinération de la ) : Fumée , odeur ( 20 cl .
gallica22	émanations	Terres pyriteuses|alumineuses|Fumée	nuisibles	— Terres pyriteuses et alumineuses ( Grillage des ) : Fumée , émanations nuisibles ( iro cl .
gallica22	émanations	Terres pyriteuses|alumineuses|Fumée	nuisibles	— Terres pyriteuses et alumineuses ( Grillage des ) : Fumée , émanations nuisibles ( iro cl .
gallica22	odeur	fumée		— Tonnellerie en grand opérant sur des fûts imprégnés de matières grasses et putrescibles : Bruit , odeur et fumée ( 20 cl .
gallica24	puantes	Sources		' Les Sources puantes .
gallica24	puantes	Sources		■ ; 3i - """" Ï ' - ' ; - ; — > ■ chaudes , j _ 2o , - 4o Sources puantes ( les ) .
gallica26	puante	griffe		L ' Arrêt en forme charbonné , Fut , fous les yeux de Radàmante , En lettres de feu buriné ? Sur la bazane d ' un damné , Par la griffe aride & c puante D ' un Diable en Greffier contourné ; Minos armé de fes beficles Signa la page , 6c le revers ; Fabrice en remit les articles Au Protocole des Enfers .
gallica28	odeur|odorat	Huile de coco|herbe balsamique	très - forte	( 3 ) Huile de coco épurée dans laquelle on a infusé une certaine herbe balsamique , ce qui lui donne une très - forte odeur , désagréable aux blancs , mais fort plaisante pour l ' odorat des indigènes .
gallica28	odeur|odorat	Huile de coco|herbe balsamique	très - forte	( 3 ) Huile de coco épurée dans laquelle on a infusé une certaine herbe balsamique , ce qui lui donne une très - forte odeur , désagréable aux blancs , mais fort plaisante pour l ' odorat des indigènes .
gallica28	exhaler	bile		Au diable gouverneur et Pomaré ! Je ne connais qu ' une reine : hourra pour « l ' avaâva » ! A moi une petite tasse , que dis - je , une grande tasse de vin ! » C ' est le dernier orateur , qui , dépité , humilié de n ' avoir pu continuer à sa fantaisie son interminable discours , s ' était accroupi sur le gazon , plein de mépris pour les sommités sociales de l ' île , et il profite de l ' occasion pour exhaler sa bile .
gallica32	émanations	elles|marais		c ' est qu ' elles contiennent un puissant antidote contre l ' empoisonnement miasmatique que produisent les émanations des marais .
gallica32	exhalaisons	eaux|leurs		Par ce mécanisme , les eaux débordent facilement ; se répandent , stagnent , se corrompent et quand la chaleur vient , leurs exhalaisons , poussées par l ' est et le sud - est aux pieds des montagnes , y causent l ' insalubrité dont on s ' y plaint à des hauteurs et à des distances considérables ; elles remontent même dans l ' intérieur du pays par les canaux des vallons , et on leur attribue , entre autres , ce qui se passe à l ' auberge du Ponte - Novo , sur le Golo , où l ' air est tellement vicié , que l ' on n ' y couche pas deux nuits sans y prendre la fièvre .
gallica32	parfum	fleurs		Nos fleurs y ont une vivacité de parfum bien plus exaltée ( 1 ) .
gallica32	émanations	ébènes|leurs		J ' ai trouvé dans les campagnes de Cervione beaucoup de baguenaudiers , de faux ébènes et d ' autres arbrisseaux rares chez nous ; et je ne plus énergiques ; dans certaines vallées , l ' air paraît saturé de leurs émanations , et l ' on rencontre des tubéreuses de 30 centimètres qui se balancent sur leurs tiges de quatre à cinq pieds , comme sous la zone torride .
gallica32	parfumeurs	huiles essentielles		C ' est là que l ' industrie des parfumeurs devrait établir ses grands ateliers de fabrication d ' huiles essentielles , qui assurent à la seule ville de Grasse un revenu annuel de plusieurs millions .
gallica32	odeur	sol		« Tout y était meilleur , disait - il ; il n ' était pas jusqu ' à l ' odeur du sol même ; elle lui eût suffi pour la deviner les yeux fermés ; il ne l ' avait retrouvée nulle part .
gallica32	parfumé	ramier		Le ramier , la tourterelle , la caille et autres oiseaux de passage , sont excellents ; mais rien n ' égale le merle des cantons d ' Ajaccio et de Cervione qui , se nourrissant depuis décembre de baies de lentisque et de myrte , est un vrai bouquet parfumé ; celui de Balagne , qui mange les olives , n ' est qu ' amer et maigre .
gallica32	émanations		palustres	Le tempérament lymphatique apparaît aux limites supérieures de cette région et dans les plaines du littoral , ici , sous l ' influence d ' un climat excessif , entaché presque toujours d ' émanations palustres , là sous l ' influence de causes débilitantes , parmi lesquelles l ' insuffisance de l ' alimentation occupe le premier rang .
gallica32	émanations		malsaines|délétères	Autant l ' ancienne ville est , par sa position , à l ' abri des émanations malsaines du côté de la terre , autant le faubourg est exposé aux miasmes délétères des marais voisins , qui , tous les ans , y causent , en été , des maladies dangereuses .
gallica32	émanations	Terranova		le Dr Mattei part de cette donnée pour affirmer que Terranova , plus exposée d ' après lui aux émanations de l ' étang de Biguglia , est plus malsaine que Terravecchia .
gallica32	émanations		malsaines	Ajoutons , pour terminer ce chapitre , que la salubrité relative dont jouit la ville de Bastia est due précisément , selon nous , à la fréquence des vents d ' ouest et nord - ouest , qui purifient l ' atmosphère locale , en chassant loin de la ville les émanations malsaines de la plaine de Mariana , située au sud de Bastia .
gallica32	émanations		pestilentielles	La position de tous ces villages sur les hauteurs qui dominent la plaine de Mariana est pour leurs habitants une question nécessaire de salubrité , depuis que l ' ancien port de Biguglia est devenu un étang fangeux , dont les émanations pestilentielles infectent l ' air jusqu ' aux portes de Bastia .
gallica32	émanations		palustres	C ' est , après Borgo et Prunelli , le canton le plus exposé aux émanations palustres .
gallica32	exhalaisons	eaux stagnantes	miasmatiques	En Corse , ces exemptions se montrent plus spécialement dans les cantons qui longent les rivages fort étendus de la mer , où se trouvent des eaux stagnantes qui remplissent l ' air d ' exhalaisons miasmatiques et produisent des lésions plus ou moins graves du foie , de la rate , des intestins , etc .
gallica32	exhalaisons	eaux stagnantes	miasmatiques	En Corse , ces exemptions se montrent plus spécialement dans les cantons qui longent les rivages fort étendus de la mer , où se trouvent des eaux stagnantes qui remplissent l ' air d ' exhalaisons miasmatiques et produisent des lésions plus ou moins graves du foie , de la rate , des intestins , etc .
