Pos	Smell_Word	Smell_Source	Odour_Carrier	Perceiver	Quality	Effect	Evoked_Odorant	Creator	Circumstances	Location	Time	Emotion	Emotion_Type	Emotion_Sentiment	Emotion_Other	Title	Annotator	Sentence
36-28	scented	of flowers | plants							on all occasions whether of grief or rejoicing | in the religious festivals of all creeds	In all countries , civilised and savage		scented | grief | rejoicing	Smell_Word | Sadness | Joy	 |  | 	 |  | 	001E Donald Mcdonald 1895 Sweet scented flowers and fragrant leaves__2137_distribution_MED.tsv	femke.tsv	In all countries, civilised and savage, in the religious festivals of all creeds, and on all occasions whether of grief or rejoicing, the scented attractions of flowers and plants possess an important significance, and Nature seems to have been most bountiful in her munificence in scattering these odoriferous treasures throughout our world, to give cheerfulness to the earth and happiness to its inhabitants.
36-53	odoriferous	treasures								throughout our world		odoriferous | to give cheerfulness to the earth and happiness to its inhabitants | to give cheerfulness to the earth and happiness to its inhabitants	Smell_Word | Joy | Joy	 | Positive | Positive	 |  | 	001E Donald Mcdonald 1895 Sweet scented flowers and fragrant leaves__2137_distribution_MED.tsv	femke.tsv	In all countries, civilised and savage, in the religious festivals of all creeds, and on all occasions whether of grief or rejoicing, the scented attractions of flowers and plants possess an important significance, and Nature seems to have been most bountiful in her munificence in scattering these odoriferous treasures throughout our world, to give cheerfulness to the earth and happiness to its inhabitants.
37-19	smell	treasures		Every rank of people												001E Donald Mcdonald 1895 Sweet scented flowers and fragrant leaves__2137_distribution_MED.tsv	femke.tsv	Every rank of people seem equally to appreciate them as a gratification to the organs of sight and smell.
38-3	odours				The refreshing					in a garden						001E Donald Mcdonald 1895 Sweet scented flowers and fragrant leaves__2137_distribution_MED.tsv	femke.tsv	The refreshing odours prevalent in a garden, where the richest perfumes shed their aromatic perfections lavishly around, are the spoils from Nature’s laboratory, that dispense delicious medicines to sweeten our existence.
38-12	perfumes				the richest											001E Donald Mcdonald 1895 Sweet scented flowers and fragrant leaves__2137_distribution_MED.tsv	femke.tsv	The refreshing odours prevalent in a garden, where the richest perfumes shed their aromatic perfections lavishly around, are the spoils from Nature’s laboratory, that dispense delicious medicines to sweeten our existence.
38-15	aromatic				aromatic											001E Donald Mcdonald 1895 Sweet scented flowers and fragrant leaves__2137_distribution_MED.tsv	femke.tsv	The refreshing odours prevalent in a garden, where the richest perfumes shed their aromatic perfections lavishly around, are the spoils from Nature’s laboratory, that dispense delicious medicines to sweeten our existence.
39-17	fragrance	flowers			most gratifying to the senses											001E Donald Mcdonald 1895 Sweet scented flowers and fragrant leaves__2137_distribution_MED.tsv	femke.tsv	There are many common flowers to be found growing in our meadows which diffuse a gentle fragrance most gratifying to the senses : and, much as we are concerned with the odour of those flowers and shrubs which are to be met with in our gardens and greenhouses, the wild forms are a source of the keenest pleasure to all.
39-33	odour	of those flowers and shrubs								in our gardens and greenhouses		keenest pleasure to all .	Joy	Positive		001E Donald Mcdonald 1895 Sweet scented flowers and fragrant leaves__2137_distribution_MED.tsv	femke.tsv	There are many common flowers to be found growing in our meadows which diffuse a gentle fragrance most gratifying to the senses : and, much as we are concerned with the odour of those flowers and shrubs which are to be met with in our gardens and greenhouses, the wild forms are a source of the keenest pleasure to all.
8-32	scents			me	sweet					from the garden		in a perfect dream of happiness	Joy	Positive		002E Charles Dickens 1846 Pictures from Italy__52_TRAV.tsv	femke.tsv	I go back to it, in fancy, as I have done in calm reality a hundred times a-day; and stand there, looking out, with the sweet scents from the garden rising up about me, in a perfect dream of happiness.
21-24	snuff	the morning air		I						at Marseilles	one pleasant Autumn evening					002E Charles Dickens 1846 Pictures from Italy__52_TRAV.tsv	femke.tsv	The same Ghost  will occasionally sail away, as I did one pleasant Autumn evening, into the bright prospect, and snuff the morning air at Marseilles.
54-41	snuff			the Friar												002E Charles Dickens 1846 Pictures from Italy__52_TRAV.tsv	femke.tsv	When the baskets arrived: it being then too late for Mass: the Friar went to work bravely; eating prodigiously of the cold meat and bread, drinking deep draughts of the wine, smoking cigars, taking snuff, sustaining an uninterrupted conversation with all hands, and occasionally running to the boat ' s side and hailing somebody on shore with the intelligence that we must be got out of this quarantine somehow or other, as he had to take part in a great religious procession in the afternoon.
58-21	snuffy	the Frenchman									four o ' clock					002E Charles Dickens 1846 Pictures from Italy__52_TRAV.tsv	femke.tsv	It was four o ' clock before we were released; and the Frenchman, dirty and woolly, and snuffy, was still sleeping when the Friar went ashore.
166-4	odorous	with the rotting of Coreggio ' s frescoes	This cathedral							in the Cupola		Heaven knows how beautiful they may have been at one time	Nostalgia			002E Charles Dickens 1846 Pictures from Italy__52_TRAV.tsv	femke.tsv	This cathedral is odorous with the rotting of Coreggio ' s frescoes in the Cupola.
178-6	smell		The air		mouldering											002E Charles Dickens 1846 Pictures from Italy__52_TRAV.tsv	femke.tsv	The air has a mouldering smell, and an earthy taste; any stray outer sounds that straggle in with some lost sunbeam, are muffled and heavy; and the worm, the maggot, and the rot have changed the surface of the wood beneath the touch, as time will seam and roughen a smooth hand.
212-23	snuff			He												002E Charles Dickens 1846 Pictures from Italy__52_TRAV.tsv	femke.tsv	 He looked me very hard in the face, and seeing I was sorry for him, took a pinch of snuff (every Cicerone takes snuff), and made a little bow; partly in deprecation of his having alluded to such a subject, and partly in memory of the children and of his favourite saint.
212-28	snuff			every Cicerone												002E Charles Dickens 1846 Pictures from Italy__52_TRAV.tsv	femke.tsv	 He looked me very hard in the face, and seeing I was sorry for him, took a pinch of snuff (every Cicerone takes snuff), and made a little bow; partly in deprecation of his having alluded to such a subject, and partly in memory of the children and of his favourite saint.
8-32	scents			me	sweet					from the garden		perfect dream of happiness	Joy	Positive		002E Charles Dickens 1846 Pictures from Italy__52_TRAV.tsv	femke.tsv	I go back to it, in fancy, as I have done in calm reality a hundred times a-day; and stand there, looking out, with the sweet scents from the garden rising up about me, in a perfect dream of happiness.
21-24	snuff	the morning air		I						at Marseilles	one pleasant Autumn evening	into the bright prospect	Anticipation	Positive		002E Charles Dickens 1846 Pictures from Italy__52_TRAV.tsv	femke.tsv	The same Ghost  will occasionally sail away, as I did one pleasant Autumn evening, into the bright prospect, and snuff the morning air at Marseilles.
54-41	snuff			the Friar												002E Charles Dickens 1846 Pictures from Italy__52_TRAV.tsv	femke.tsv	When the baskets arrived: it being then too late for Mass: the Friar went to work bravely; eating prodigiously of the cold meat and bread, drinking deep draughts of the wine, smoking cigars, taking snuff, sustaining an uninterrupted conversation with all hands, and occasionally running to the boat ' s side and hailing somebody on shore with the intelligence that we must be got out of this quarantine somehow or other, as he had to take part in a great religious procession in the afternoon.
58-21	snuffy	the Frenchman									four o ' clock					002E Charles Dickens 1846 Pictures from Italy__52_TRAV.tsv	femke.tsv	It was four o ' clock before we were released; and the Frenchman, dirty and woolly, and snuffy, was still sleeping when the Friar went ashore.
166-4	odorous	with the rotting of Coreggio ' s frescoes	This cathedral							in the Cupola						002E Charles Dickens 1846 Pictures from Italy__52_TRAV.tsv	femke.tsv	This cathedral is odorous with the rotting of Coreggio ' s frescoes in the Cupola.
178-6	smell		The air		mouldering							The desolation and decay	Sadness	Negative		002E Charles Dickens 1846 Pictures from Italy__52_TRAV.tsv	femke.tsv	The air has a mouldering smell, and an earthy taste; any stray outer sounds that straggle in with some lost sunbeam, are muffled and heavy; and the worm, the maggot, and the rot have changed the surface of the wood beneath the touch, as time will seam and roughen a smooth hand.
212-23	snuff			He								I was sorry for him	Other		sorry	002E Charles Dickens 1846 Pictures from Italy__52_TRAV.tsv	femke.tsv	 He looked me very hard in the face, and seeing I was sorry for him, took a pinch of snuff (every Cicerone takes snuff), and made a little bow; partly in deprecation of his having alluded to such a subject, and partly in memory of the children and of his favourite saint.
212-28	snuff			every Cicerone												002E Charles Dickens 1846 Pictures from Italy__52_TRAV.tsv	femke.tsv	 He looked me very hard in the face, and seeing I was sorry for him, took a pinch of snuff (every Cicerone takes snuff), and made a little bow; partly in deprecation of his having alluded to such a subject, and partly in memory of the children and of his favourite saint.
30-16	Perfumes					can prevaile with them			if the Starres be pestilently bent against us							003E Stephen Bradwell 1636 PHYSICK FOR THE SICKNESSE Commonly called the PLAGUE.txt_distribution.tsv	femke.tsv	Now if the Starres be pestilently bent against us, neyther Arts nor Armes, Perfumes nor Prayers, can prevaile with them, who have neyther pitie nor sense, nor power to alter their appointed motions.
