Pos	Smell_Word	Smell_Source	Odour_Carrier	Perceiver	Quality	Effect	Evoked_Odorant	Creator	Circumstances	Location	Time	Emotion	Emotion_Type	Emotion_Sentiment	Emotion_Other	Title	Annotator	Sentence
38-38	profumar	collo zolfo e la paglia	le lette								nel 1814					1815__Rapporto_del_professore_G_A_Mongiardini_su_gli_profumi_delle_lettere,_presentato_alla_commissione_centrale_di_Sanita__51_distribution.tsv	noemi.tsv	Del resto convicn dire, ebe il processo usato in Molta per la purgazione delle lettere col sola calore del forno non solo sia recente, ma recentissimo, poiché nel 1814 si usava ancora colè di profumar le lette collo zolfo e la paglia, carne lo assicura nella relazione di Gnmez il Principe portoghese di Sansa , il qual voli cali resi che il Dottor Sciias ne ripetessein Lisbona l ' esperimento.
39-22	profumi		delle lettere													1815__Rapporto_del_professore_G_A_Mongiardini_su_gli_profumi_delle_lettere,_presentato_alla_commissione_centrale_di_Sanita__51_distribution.tsv	noemi.tsv	Riepilogando ora tulio ciò che ho dovuto esporre per dare a rotei Signori Colleglli un ' idea di quello riguarda gli profumi delle lettere, compreso quanto si è detto in questi ultimi tempi, panni di poter conchiudere essere assai diverse. le maniere di profumarle ne '  paesi diversi; che però si potrebbe profittare del lavoro di molti gran ii uumini pur migliorare o riformare almeno io parte tali profumi.
39-47	profumarle		delle lettere							ne ' paesi diversi						1815__Rapporto_del_professore_G_A_Mongiardini_su_gli_profumi_delle_lettere,_presentato_alla_commissione_centrale_di_Sanita__51_distribution.tsv	noemi.tsv	Riepilogando ora tulio ciò che ho dovuto esporre per dare a rotei Signori Colleglli un ' idea di quello riguarda gli profumi delle lettere, compreso quanto si è detto in questi ultimi tempi, panni di poter conchiudere essere assai diverse. le maniere di profumarle ne '  paesi diversi; che però si potrebbe profittare del lavoro di molti gran ii uumini pur migliorare o riformare almeno io parte tali profumi.
39-73	profumi				tali							si potrebbe profittare del lavoro di molti gran ii uumini pur migliorare o riformare	Anticipation	Positive		1815__Rapporto_del_professore_G_A_Mongiardini_su_gli_profumi_delle_lettere,_presentato_alla_commissione_centrale_di_Sanita__51_distribution.tsv	noemi.tsv	Riepilogando ora tulio ciò che ho dovuto esporre per dare a rotei Signori Colleglli un ' idea di quello riguarda gli profumi delle lettere, compreso quanto si è detto in questi ultimi tempi, panni di poter conchiudere essere assai diverse. le maniere di profumarle ne '  paesi diversi; che però si potrebbe profittare del lavoro di molti gran ii uumini pur migliorare o riformare almeno io parte tali profumi.
42-53	profumi								colla fiamma			Parmi che nessuna valida obbiezione	Trust	Positive		1815__Rapporto_del_professore_G_A_Mongiardini_su_gli_profumi_delle_lettere,_presentato_alla_commissione_centrale_di_Sanita__51_distribution.tsv	noemi.tsv	Codesto Magistrato ba saviamente adottato per massima, di voler piuttosto eccitine ni ' llc- ;im».u/ioiii , anzichè commettere giammai la menoma migliaci™, e quelli massima mi Fra servilo ài guida. i. '  Parmi che nessuna valida obbiezione possa farsi agli profumi colla fiamma, profumi perù che acquisterehbono mia fona maggiore, se dopo aver passala la carta attraverso della Gammi , fosse alquanto spruzzata d '  aceto , e ripassala per la fiamma nuovamente , rome blaiii lii;oso.i rijn jv.rvela, se si vuole espurgato quel pezzettino di carta abbrancato nel primo profumo dalle mollette di ferro.
42-57	profumi															1815__Rapporto_del_professore_G_A_Mongiardini_su_gli_profumi_delle_lettere,_presentato_alla_commissione_centrale_di_Sanita__51_distribution.tsv	noemi.tsv	Codesto Magistrato ba saviamente adottato per massima, di voler piuttosto eccitine ni ' llc- ;im».u/ioiii , anzichè commettere giammai la menoma migliaci™, e quelli massima mi Fra servilo ài guida. i. '  Parmi che nessuna valida obbiezione possa farsi agli profumi colla fiamma, profumi perù che acquisterehbono mia fona maggiore, se dopo aver passala la carta attraverso della Gammi , fosse alquanto spruzzata d '  aceto , e ripassala per la fiamma nuovamente , rome blaiii lii;oso.i rijn jv.rvela, se si vuole espurgato quel pezzettino di carta abbrancato nel primo profumo dalle mollette di ferro.
42-108	profumo		quel pezzettino di carta			se si vuole espurgato										1815__Rapporto_del_professore_G_A_Mongiardini_su_gli_profumi_delle_lettere,_presentato_alla_commissione_centrale_di_Sanita__51_distribution.tsv	noemi.tsv	Codesto Magistrato ba saviamente adottato per massima, di voler piuttosto eccitine ni ' llc- ;im».u/ioiii , anzichè commettere giammai la menoma migliaci™, e quelli massima mi Fra servilo ài guida. i. '  Parmi che nessuna valida obbiezione possa farsi agli profumi colla fiamma, profumi perù che acquisterehbono mia fona maggiore, se dopo aver passala la carta attraverso della Gammi , fosse alquanto spruzzata d '  aceto , e ripassala per la fiamma nuovamente , rome blaiii lii;oso.i rijn jv.rvela, se si vuole espurgato quel pezzettino di carta abbrancato nel primo profumo dalle mollette di ferro.
43-16	profumi								della fiamma							1815__Rapporto_del_professore_G_A_Mongiardini_su_gli_profumi_delle_lettere,_presentato_alla_commissione_centrale_di_Sanita__51_distribution.tsv	noemi.tsv	E '  verissimo che alcuni in questi ultimi tempi mossero de' dubbi contro i profumi della fiamma, poiché sì è temuto in grazia de '  fuochi accesi non si accrescesse di Iroppo il calore, per cui i miasmi aqnlstassero una novella etieigia; e perchè i miasmi sudetti con tal mezzo potrebbono diperdersi anzicchè distruggerà, e perchè finalmente col fuoco si consuma la parte più vitale dell ' aria, cioè l'  ossigeno.
43-41	miasmi								non si accrescesse di Iroppo il calore							1815__Rapporto_del_professore_G_A_Mongiardini_su_gli_profumi_delle_lettere,_presentato_alla_commissione_centrale_di_Sanita__51_distribution.tsv	noemi.tsv	E '  verissimo che alcuni in questi ultimi tempi mossero de' dubbi contro i profumi della fiamma, poiché sì è temuto in grazia de '  fuochi accesi non si accrescesse di Iroppo il calore, per cui i miasmi aqnlstassero una novella etieigia; e perchè i miasmi sudetti con tal mezzo potrebbono diperdersi anzicchè distruggerà, e perchè finalmente col fuoco si consuma la parte più vitale dell ' aria, cioè l'  ossigeno.
43-50	miasmi				sudetti							con tal mezzo potrebbono diperdersi anzicchè distruggerà	Anticipation	Negative		1815__Rapporto_del_professore_G_A_Mongiardini_su_gli_profumi_delle_lettere,_presentato_alla_commissione_centrale_di_Sanita__51_distribution.tsv	noemi.tsv	E '  verissimo che alcuni in questi ultimi tempi mossero de' dubbi contro i profumi della fiamma, poiché sì è temuto in grazia de '  fuochi accesi non si accrescesse di Iroppo il calore, per cui i miasmi aqnlstassero una novella etieigia; e perchè i miasmi sudetti con tal mezzo potrebbono diperdersi anzicchè distruggerà, e perchè finalmente col fuoco si consuma la parte più vitale dell ' aria, cioè l'  ossigeno.
44-10	profumaziooe		delle lettere						colta fiamma							1815__Rapporto_del_professore_G_A_Mongiardini_su_gli_profumi_delle_lettere,_presentato_alla_commissione_centrale_di_Sanita__51_distribution.tsv	noemi.tsv	Queste obbiezioni però non si fecero giammai direttamente alla profumaziooe delle lettere colta fiamma, ma piuttosto quando si pretendeva preservare una Città, un luogo una casa coll'acceodera de ' fuochi per le strade, o per le stanze medesime.
45-41	miasmi				contagiosi											1815__Rapporto_del_professore_G_A_Mongiardini_su_gli_profumi_delle_lettere,_presentato_alla_commissione_centrale_di_Sanita__51_distribution.tsv	noemi.tsv	Noo può esservi alcuo fisico di buona fede , il quale sostener possa che una qualunque siasi sostanza passata replicate volte in mezzo del fuoco secco c luminoso , qiial si è propriamente la fiamma , debba tuttavia contenere de1 miasmi contagiosi.
49-31	miasmi				contagiosi							garantisce maggio ri nenie la distruzione de '	Anticipation	Positive		1815__Rapporto_del_professore_G_A_Mongiardini_su_gli_profumi_delle_lettere,_presentato_alla_commissione_centrale_di_Sanita__51_distribution.tsv	noemi.tsv	Lo spruzzare la carta d ' aceto prima di ripassarla sulla fiamma per la seconda volta, come io consiglio, oltreché garantisce maggio ri nenie la distruzione de '  miasmi contagiosi, da alla carta meili/siimi mei lima piti forte eli fumigazione , per cui al primo aspetto si vede espurgata , ed in qualunque sua parie espurgata.
50-29	profumi				altri				che dopo quel della fiamma si meritano la preferenza			si meritano la preferenza	Trust	Positive		1815__Rapporto_del_professore_G_A_Mongiardini_su_gli_profumi_delle_lettere,_presentato_alla_commissione_centrale_di_Sanita__51_distribution.tsv	noemi.tsv	In secondo lungo volendosi da noi conciliare i riguardi dovati alla pubblica salute con quelli proprj de '  paesi inciviliti e morali discendo a parlare di quelli altri profumi, che dopo quel della fiamma si meritano la preferenza , profumi , i quali possono essere adoprati, illeso rimanendo il sigillo delle lettere.
50-41	profumi															1815__Rapporto_del_professore_G_A_Mongiardini_su_gli_profumi_delle_lettere,_presentato_alla_commissione_centrale_di_Sanita__51_distribution.tsv	noemi.tsv	In secondo lungo volendosi da noi conciliare i riguardi dovati alla pubblica salute con quelli proprj de '  paesi inciviliti e morali discendo a parlare di quelli altri profumi, che dopo quel della fiamma si meritano la preferenza , profumi , i quali possono essere adoprati, illeso rimanendo il sigillo delle lettere.
52-9	profumo				il più universalmente riconosciuto											1815__Rapporto_del_professore_G_A_Mongiardini_su_gli_profumi_delle_lettere,_presentato_alla_commissione_centrale_di_Sanita__51_distribution.tsv	noemi.tsv	Dopo quel delta fiamma è certamente questo secondo profumo il più universalmente riconosciuto, e pare che debbano svanire le obbiezioni fatte contro lo stesso in grazia delle avvertenze e cautele che ora dello rinfuria maggiore attività di quella die possiede l ' aceto; Diventa inoltre nella maniera che lo raccomando di una forza di gran lunga maggiore a quella che puù esercitare ne '  processi ordinar) , ed il Mime del [ ' uni» . astra/inni: Incendo dall ' aceto vaporizzato, forse potrei >lie somin in isti are da per se solo un mezze valevole a distruggere l '  infezione delle carte. 3.
53-2	profumo				di Gomez											1815__Rapporto_del_professore_G_A_Mongiardini_su_gli_profumi_delle_lettere,_presentato_alla_commissione_centrale_di_Sanita__51_distribution.tsv	noemi.tsv	Il profumo di Gomez deve tenere il terzo luogo, purché si facciano alle lettere quei tagli , diri quali crede v '  egli potersi dispensare, e purché sia variata la proporzione del nitro collo zolfo, dovendo secondo le mie esperienze riuscire il profumo più efficace, se invece di parli illudi delle due sostanze impiegate, due terze parti si prendano di zollò, ed una di miro solamente.
53-46	profumo				più efficace							dovendo secondo le mie esperienze riuscire il profumo più efficace	Anticipation	Positive		1815__Rapporto_del_professore_G_A_Mongiardini_su_gli_profumi_delle_lettere,_presentato_alla_commissione_centrale_di_Sanita__51_distribution.tsv	noemi.tsv	Il profumo di Gomez deve tenere il terzo luogo, purché si facciano alle lettere quei tagli , diri quali crede v '  egli potersi dispensare, e purché sia variata la proporzione del nitro collo zolfo, dovendo secondo le mie esperienze riuscire il profumo più efficace, se invece di parli illudi delle due sostanze impiegate, due terze parti si prendano di zollò, ed una di miro solamente.
54-7	profamo	di gas acido solforoso														1815__Rapporto_del_professore_G_A_Mongiardini_su_gli_profumi_delle_lettere,_presentato_alla_commissione_centrale_di_Sanita__51_distribution.tsv	noemi.tsv	Se ricordo prima della clorina questo profamo di gas acido solforoso, la ragione chiara apparisce dalle sperìenze comparative del cita» Autore Portoghese
56-7	profumo	della dorma														1815__Rapporto_del_professore_G_A_Mongiardini_su_gli_profumi_delle_lettere,_presentato_alla_commissione_centrale_di_Sanita__51_distribution.tsv	noemi.tsv	  In quarto luogo succede il profumo della dorma, profumo che giustamente si vendica il primo onore, quando invece ili lellere ai vogliono purificare stanze, Lastitueoti, arredi diversi.
56-11	profumo								quando invece ili lellere ai vogliono purificare stanze							1815__Rapporto_del_professore_G_A_Mongiardini_su_gli_profumi_delle_lettere,_presentato_alla_commissione_centrale_di_Sanita__51_distribution.tsv	noemi.tsv	  In quarto luogo succede il profumo della dorma, profumo che giustamente si vendica il primo onore, quando invece ili lellere ai vogliono purificare stanze, Lastitueoti, arredi diversi.
57-18	profumatone	del gas acido solforoso	delle lettere													1815__Rapporto_del_professore_G_A_Mongiardini_su_gli_profumi_delle_lettere,_presentato_alla_commissione_centrale_di_Sanita__51_distribution.tsv	noemi.tsv	Nelle spericiiic di Lisbona riuscì veramente inferiore di molto a quello del gas acido solforoso per la profumatone delle lettere; ma forse fù dimenticala un ' avvertenza necessaria, come litri pure la dimenticano , malgrado die di tal profumo giornalmente si servano , ed abbiano in lui riposte le maggiori speranze.
57-41	profumo				tal						giornalmente	ed abbiano in lui riposte le maggiori speranze .	Trust	Positive		1815__Rapporto_del_professore_G_A_Mongiardini_su_gli_profumi_delle_lettere,_presentato_alla_commissione_centrale_di_Sanita__51_distribution.tsv	noemi.tsv	Nelle spericiiic di Lisbona riuscì veramente inferiore di molto a quello del gas acido solforoso per la profumatone delle lettere; ma forse fù dimenticala un ' avvertenza necessaria, come litri pure la dimenticano , malgrado die di tal profumo giornalmente si servano , ed abbiano in lui riposte le maggiori speranze.
59-28	vapori	di gas acido nitrico	vapori			a purgar quei locali										1815__Rapporto_del_professore_G_A_Mongiardini_su_gli_profumi_delle_lettere,_presentato_alla_commissione_centrale_di_Sanita__51_distribution.tsv	noemi.tsv	Non si tralascerà pertanto di spruzzare d '  acqua preventivamente quelle lettere, le quali si vogliono con lai mezzo, espurgale. 5.° 1 vapori di gas acido nitrico saranno riservati a purgar quei locali, ove si trovano raccolte persone, poiché la fiamma, e l ' intenso calore in tal caso non servirebbero; ed il gas acido solforoso non meno che il gas acido muriatico ossigenato potrebbero pregiudicare alla salute di coloro , che gli respirano ; sebbene debba io pur confessarlo ingcnuamenlc , non avere osservalo nascere per questo ultimo profumo alno funesto simoiua tranne un pù di tosse, c qualche rara volta un leggier scuso d ' oppressione al petto.
59-99	profumo				ultimo											1815__Rapporto_del_professore_G_A_Mongiardini_su_gli_profumi_delle_lettere,_presentato_alla_commissione_centrale_di_Sanita__51_distribution.tsv	noemi.tsv	Non si tralascerà pertanto di spruzzare d '  acqua preventivamente quelle lettere, le quali si vogliono con lai mezzo, espurgale. 5.° 1 vapori di gas acido nitrico saranno riservati a purgar quei locali, ove si trovano raccolte persone, poiché la fiamma, e l ' intenso calore in tal caso non servirebbero; ed il gas acido solforoso non meno che il gas acido muriatico ossigenato potrebbero pregiudicare alla salute di coloro , che gli respirano ; sebbene debba io pur confessarlo ingcnuamenlc , non avere osservalo nascere per questo ultimo profumo alno funesto simoiua tranne un pù di tosse, c qualche rara volta un leggier scuso d ' oppressione al petto.
