Pos	Smell_Word	Smell_Source	Odour_Carrier	Perceiver	Quality	Effect	Evoked_Odorant	Creator	Circumstances	Location	Time	Emotion	Emotion_Type	Emotion_Sentiment	Emotion_Other	Title	Annotator	Sentence
1-65	odoriférantes	plantes								jardin des fleurs		pas surpris	Anticipation	Neutral		086F Barthelemy_Voyage.tsv	pasquale.tsv	Après avoir traversé une basse-cour peuplée de poules, de canards et d'autres oiseaux domestiques, nous visitâmes l'écurie, la bergerie, ainsi que le jardin des fleurs, où nous vîmes successivement briller les narcisses, les jacinthes,les anémones, les iris, les violettes de différentes couleurs, les roses de diverses espèces, et toutes sortes de plantes odoriférantes.
11-61	parfums	thym | serpolet		Je						Grèce | montagnes	printemps | cette année	sérénité | amours | bonheur | désirer	Other | Love | Joy | Desire	Positive |  |  | 	Calm |  |  | 	087F Barthelemy_Voyage.tsv	pasquale.tsv	Je vous ai vu cette année dans toute votre gloire; vous parcouriez en vainqueur les campagnes de la Grèce, et vous détachiez de votre tête les fleurs qui devaient les embellir; vous paraissiez dans les vallées, elles se changeaient en prairies riantes; vous paraissiez sur les montagnes, le serpolet et le thym exhalaient mille parfums; vous vous éleviez dans les airs, et vous y répandiez la sérénité de vos regards.
11-13	parfumés	d'essences	cheveux						aux fêtes de Délos	Délos		paix	Other	Positive	Calm	088F Barthelemy_Voyage.tsv	pasquale.tsv	Ils avaient mis l'un et l'autre sur leurs cheveux flottant, et parfumés d'essences, des couronnes de pavots, de sésames et d'autres plantes consacrées à Vénus.
14-9	parfums	fleurs							aux fêtes de Délos	Délos | sur leur passage		prévenir les augures sinistres | prévenir les augures sinistres | rappeler des augures favorables	Fear | Fear | Other	Positive | Positive | Positive	 |  | Hope	088F Barthelemy_Voyage.tsv	pasquale.tsv	Les peuples empressés répandaient des fleurs et des parfums sur leur passage; ils s'écriaient: ce ne sont point des mortels,c'est Apollon et Coronis; c'est Diane et Endymion; c'est Apollon et Diane.
47-9	parfums								en votre honneur	Sous son feuillage naissant		heureux | heureuse | heureux | plaisirs | l'amour | heureux	Joy | Joy | Joy | Joy | Desire | Joy	 | Positive | Positive | Positive | Positive | Positive	 |  |  |  |  | 	088F Barthelemy_Voyage.tsv	pasquale.tsv	Sous son feuillage naissant, nous répandrons des parfums en votre honneur, et sur son écorce nous graverons ces mots: \t offrez-moi votre encens, je suis l'arbre \t d'Ismène.
6-10	odeur	draps			suave					chambre de maître | appartement						090F Beaumont_Clarice.tsv	pasquale.tsv	Des lits d'indienne, des draps qui ont une odeur suave.
18-15	odeur	fleur			bonne					dans ce village		consolation	Nostalgia	Positive		090F Beaumont_Clarice.tsv	pasquale.tsv	Il ne produira pas un seul légume qui ne soit une fleur de bonne odeur à celui qui veut bien regarder comme rendu à lui-même, tous les services qu'on rend aux pauvres.
8-8	empoisonné		air									empoisonné | l'horrible | pauvres malheureux	Smell_Word | Disgust | Sadness	 | Negative | Negative	 |  | 	091F Beaumont_Clarice.tsv	pasquale.tsv	On respire chez ces infortunés un air empoisonné; chaque porte est ornée d'un fumier infect, ou d'une crapaudiere, c'estàdire, d'un trou où se ramassent les eaux de pluies, qui jointes avec celles qui découlent des fumiers, fournissent en été des exhalaisons pestillentielles.
8-15	fumier				infect											091F Beaumont_Clarice.tsv	pasquale.tsv	On respire chez ces infortunés un air empoisonné; chaque porte est ornée d'un fumier infect, ou d'une crapaudiere, c'estàdire, d'un trou où se ramassent les eaux de pluies, qui jointes avec celles qui découlent des fumiers, fournissent en été des exhalaisons pestillentielles.
8-47	exhalaisons	c'estàdire , d'un trou où se ramassent les eaux de pluies | fumier		Nous	pestillentielles	des maladies qui dévastent les campagnes			en venant ici	chez ces infortunés						091F Beaumont_Clarice.tsv	pasquale.tsv	On respire chez ces infortunés un air empoisonné; chaque porte est ornée d'un fumier infect, ou d'une crapaudiere, c'estàdire, d'un trou où se ramassent les eaux de pluies, qui jointes avec celles qui découlent des fumiers, fournissent en été des exhalaisons pestillentielles.
8-14	exhalaisons	leurs corps	air	leur	empoisonné					l'Hôpital-général		dégoût | dégoût | dégoût	Disgust | Disgust | Disgust	Negative | Negative | Negative	 |  | 	092F Beaumont_Clarice.tsv	pasquale.tsv	On voit sur leur visage qu'ils y respirent un air empoisonné par les exhalaisons qui sortent de leurs corps.
5-4	odoriférants	d'arbustes								À quelques milles de Samarah | une haute montagne		satisfaire	Desire			094F Beckford_Vathek.tsv	pasquale.tsv	Cent bosquets d'arbustes odoriférants, et autant de bocages où l'oranger, le cèdre et le citronnier offraient, en s'entrelaçant avec le palmier, la vigne et le grenadier, de quoi satisfaire également le goût et l'odorat.
5-39	l'odorat	grenadier | vigne | palmier														094F Beckford_Vathek.tsv	pasquale.tsv	Cent bosquets d'arbustes odoriférants, et autant de bocages où l'oranger, le cèdre et le citronnier offraient, en s'entrelaçant avec le palmier, la vigne et le grenadier, de quoi satisfaire également le goût et l'odorat.
6-13	embaumaient	leurs	l'air									plaisirs	Desire			094F Beckford_Vathek.tsv	pasquale.tsv	La terre y était jonchée de violettes; des touffes de giroflées embaumaient l'air de leurs doux parfums.
6-18	parfums				doux							embaumaient	Smell_Word			094F Beckford_Vathek.tsv	pasquale.tsv	La terre y était jonchée de violettes; des touffes de giroflées embaumaient l'air de leurs doux parfums.
3-11	parfum				acre | puant | suffocant					du fond de la caverne		intolérable | intolérable	Disgust | Disgust	Negative | Negative	 | 	098F 1877 A monsieur le president.tsv	pasquale.tsv	Alors, du fond de la caverne,Monte un parfum acre et puant,intolérable, suffocant,
1-2	l'odorat															101F Cloquet 1821 Osphresiologie.tsv	pasquale.tsv	Enfin l'odorat est en rapport assez immédiat avec\rles fonctions de la génération.
2-10	parfumer															101F Cloquet 1821 Osphresiologie.tsv	pasquale.tsv	Le soin que beaucoup de femmes mettent à se parfumer semble en\rêtre une preuve ; celle qui est savante dans l'art\rde plaire ne vous laisse pénétrer jusqu'à elle qu'après vous avoir préparé à l'effet de ses charmes pur\rcelui des odeurs.
2-43	odeurs											charmes	Desire	Positive		101F Cloquet 1821 Osphresiologie.tsv	pasquale.tsv	Le soin que beaucoup de femmes mettent à se parfumer semble en\rêtre une preuve ; celle qui est savante dans l'art\rde plaire ne vous laisse pénétrer jusqu'à elle qu'après vous avoir préparé à l'effet de ses charmes pur\rcelui des odeurs.
3-10	l'odeur	sein	leur									amours | charme | cœur	Love | Desire | Love	Positive | Positive | Positive	 |  | 	101F Cloquet 1821 Osphresiologie.tsv	pasquale.tsv	La saison des fleurs est celle des amours ; l'odeur qui s'exhale de leur sein épanoui , en parfumant le zéphyr, fait entrer au fond du\rcœur un charme irrésistible ; les idées voluptueuses se lient à celles des jardins ou des ombrages\rodorans; et les poètes attribuent, avec raison, aux parfums la propriété de porter dans l'âme une\rdouce ivresse , une langueur entraînante ; avec eux , c'est la volupté même qu'on respire.
3-19	parfumant	sein	zéphyr													101F Cloquet 1821 Osphresiologie.tsv	pasquale.tsv	La saison des fleurs est celle des amours ; l'odeur qui s'exhale de leur sein épanoui , en parfumant le zéphyr, fait entrer au fond du\rcœur un charme irrésistible ; les idées voluptueuses se lient à celles des jardins ou des ombrages\rodorans; et les poètes attribuent, avec raison, aux parfums la propriété de porter dans l'âme une\rdouce ivresse , une langueur entraînante ; avec eux , c'est la volupté même qu'on respire.
3-45	odorans	ombrages | jardins										voluptueuses	Desire	Positive		101F Cloquet 1821 Osphresiologie.tsv	pasquale.tsv	La saison des fleurs est celle des amours ; l'odeur qui s'exhale de leur sein épanoui , en parfumant le zéphyr, fait entrer au fond du\rcœur un charme irrésistible ; les idées voluptueuses se lient à celles des jardins ou des ombrages\rodorans; et les poètes attribuent, avec raison, aux parfums la propriété de porter dans l'âme une\rdouce ivresse , une langueur entraînante ; avec eux , c'est la volupté même qu'on respire.
3-56	parfums			poètes			douce ivresse					langueur entraînante | volupté	Desire | Desire	Positive | Positive	 | 	101F Cloquet 1821 Osphresiologie.tsv	pasquale.tsv	La saison des fleurs est celle des amours ; l'odeur qui s'exhale de leur sein épanoui , en parfumant le zéphyr, fait entrer au fond du\rcœur un charme irrésistible ; les idées voluptueuses se lient à celles des jardins ou des ombrages\rodorans; et les poètes attribuent, avec raison, aux parfums la propriété de porter dans l'âme une\rdouce ivresse , une langueur entraînante ; avec eux , c'est la volupté même qu'on respire.
5-4	parfums	fleurs										L'amour	Love	Positive		101F Cloquet 1821 Osphresiologie.tsv	pasquale.tsv	L'amour dont vos parfums enflamment le délire,\rSouvent par vos bosquets étendit son empire.
6-1	L'odorat		l'air									l'amour	Love	Positive		101F Cloquet 1821 Osphresiologie.tsv	pasquale.tsv	L'odorat semble ici le précurseur de l'amour, et l'air en est le messager.
7-31	parfumée		atmosphère	Mahon							siècle de Louis XV					101F Cloquet 1821 Osphresiologie.tsv	pasquale.tsv	Il le savait bien ce vain-\rqueur de Mahon et de tant de beautés du siècle de Louis XV, lui qui avait toujours soin de s'entourer d'une atmosphère parfumée.
9-23	odeurs	civette		leur | rossignols	suaves	faire chanter les rossignols en cage | stimulent les oiseaux à chanter | augmentant leur flamme amoureuse						amoureuse	Love	Positive		101F Cloquet 1821 Osphresiologie.tsv	pasquale.tsv	Olina (1) conseille la civette comme propre à faire chanter\rles rossignols en cage; car, dit-il, les odeurs suaves stimulent les oiseaux à chanter, sans doute en\raugmentant leur flamme amoureuse.
10-21	exhaler											odeur	Smell_Word			101F Cloquet 1821 Osphresiologie.tsv	pasquale.tsv	Il suffit encore , sur ce point , d'en attester les soins mêmes que la Nature a pris de faire exhaler\rune odeur forte et spéciale aux organes sexuels de la plupart des animaux ; telle est celle du musc ,\rde la civette , du castoreum que nous offrent les genettes , les chevrotins , les muscardins, les on-\rdatras, les bœufs musqués, les buffles, les boucs, les moufettes, les zorilles , les putois, etc.
10-23	odeur	organes sexuels de la plupart des animaux | musc | civette | castoreum | chevrotins | muscardins | putois | zorilles | bœufs musqués | on - datras | buffles | boucs | moufettes			forte | spéciale							sexuels	Desire	Neutral		101F Cloquet 1821 Osphresiologie.tsv	pasquale.tsv	Il suffit encore , sur ce point , d'en attester les soins mêmes que la Nature a pris de faire exhaler\rune odeur forte et spéciale aux organes sexuels de la plupart des animaux ; telle est celle du musc ,\rde la civette , du castoreum que nous offrent les genettes , les chevrotins , les muscardins, les on-\rdatras, les bœufs musqués, les buffles, les boucs, les moufettes, les zorilles , les putois, etc.
1-7	parfum	sueur de l'aisselle | certains acides libres | caproates . alcalins | valérates			sui generis											102F 1886 Ernest Monin Essai sur les odeurs du corps.tsv	pasquale.tsv	La sueur de l'aisselle doit son parfum sui generis aux valérates, et surtout aux caproates . alcalins (Gh.
3-12	odeur								lorsqu'une odeur se rapproche de celle de quelque principe particulier							102F 1886 Ernest Monin Essai sur les odeurs du corps.tsv	pasquale.tsv	Il y a toujours un mélange de ceux-ci ; et lorsqu'une odeur se rapproche de celle de quelque principe particulier (comme l'acide caproïque pour la sueur axillaire), elle n'est jamais franchement, tout à fait, celle du principe seul. »\r\rLa sueur axillaire revêt aisément l'odeur du bouc chez les gens malpropres.
3-51	l'odeur	sueur axillaire					bouc		chez les gens malpropres							102F 1886 Ernest Monin Essai sur les odeurs du corps.tsv	pasquale.tsv	Il y a toujours un mélange de ceux-ci ; et lorsqu'une odeur se rapproche de celle de quelque principe particulier (comme l'acide caproïque pour la sueur axillaire), elle n'est jamais franchement, tout à fait, celle du principe seul. »\r\rLa sueur axillaire revêt aisément l'odeur du bouc chez les gens malpropres.
9-3	puanteur	aisselles | s'exhalent | odeur														102F 1886 Ernest Monin Essai sur les odeurs du corps.tsv	pasquale.tsv	« La puanteur des aisselles vient, parce que le lieu est concave, non perspirable, qui faictque les sueurs ne s'exhalent et ne perspirent : et partant acquièrent pourriture, et mauvaise odeur de bouquin ou d'espaule de mouton. » (Amb: Paré. -7- Lib.
9-23	s'exhalent															102F 1886 Ernest Monin Essai sur les odeurs du corps.tsv	pasquale.tsv	« La puanteur des aisselles vient, parce que le lieu est concave, non perspirable, qui faictque les sueurs ne s'exhalent et ne perspirent : et partant acquièrent pourriture, et mauvaise odeur de bouquin ou d'espaule de mouton. » (Amb: Paré. -7- Lib.
9-35	odeur		d'espaule de mouton		mauvaise		bouquin									102F 1886 Ernest Monin Essai sur les odeurs du corps.tsv	pasquale.tsv	« La puanteur des aisselles vient, parce que le lieu est concave, non perspirable, qui faictque les sueurs ne s'exhalent et ne perspirent : et partant acquièrent pourriture, et mauvaise odeur de bouquin ou d'espaule de mouton. » (Amb: Paré. -7- Lib.
13-34	odeur				aromatique		acidulé | chloroformée		aux époques menstruelles							102F 1886 Ernest Monin Essai sur les odeurs du corps.tsv	pasquale.tsv	Elle se produit notamment lorsque le corps est à° nu (Aubert, de Lyon) et, chez la femme, aux époques menstruelles : alors, elle répand fréquemment une odeur aromatique acidulé ou chloroformée.
